no_of_nodes 128
FatTree topology input file: ../../topologies/topo_assignment2/fat_tree_128_4os.topo
traffic matrix input file: ../../connection_matrices/cm_assignment2/one.cm
sender based algo dctcp
Load balancing algorithm set to  reps
queue_type 10
Setting queuesize to 100 packets 
no of paths 200
cwnd 1
endtime(us) 1000
random seed 0
Packet size (MTU) is 1500
Parsed args
Logging to logout.dat
Linkspeed set to 100Gbps
Loading connection matrix from  ../../connection_matrices/cm_assignment2/one.cm
Nodes: 128 Connections: 1 Triggers: 0 Failures: 0
Topology load done
Fat Tree topology (0) with 1us Src-ToR links, 1us ToR-Agg links, 1us Agg-Core links, 0us ToR switch latency, 0us Agg switch latency, 0us Core switch latency.
 for 6us diameter latency.
no_of_tor_uplinks: 128
no_of_agg_uplinks: 128
No of nodes: 128
No of pods: 8
Hosts per pod: 16
Hosts per pod: 16
ToR switches per pod: 4
Agg switches per pod: 4
No of core switches: 16
FatTreeCfg constructor done.
Tier 0 QueueSize Down 150000 bytes
Tier 0 QueueSize Up 150000 bytes
Tier 1 QueueSize Down 150000 bytes
Tier 1 QueueSize Up 150000 bytes
Tier 2 QueueSize Down 150000 bytes
Setting min RTO to 87
Setting ECN to parameters low 30000 high 120000 enable on tor downlink 1
4875.18 DCTCP start Uec_0_16 cwnd 382644 with params skip 0 acked bytes 16500
4876.5 DCTCP start Uec_0_16 cwnd 382708 with params skip 0 acked bytes 16500
4877.82 DCTCP start Uec_0_16 cwnd 382772 with params skip 0 acked bytes 16500
4879.14 DCTCP start Uec_0_16 cwnd 382836 with params skip 0 acked bytes 16500
4880.46 DCTCP start Uec_0_16 cwnd 382900 with params skip 0 acked bytes 16500
4881.78 DCTCP start Uec_0_16 cwnd 382964 with params skip 0 acked bytes 16500
4883.1 DCTCP start Uec_0_16 cwnd 383028 with params skip 0 acked bytes 16500
4884.42 DCTCP start Uec_0_16 cwnd 383092 with params skip 0 acked bytes 16500
4885.74 DCTCP start Uec_0_16 cwnd 383156 with params skip 0 acked bytes 16500
4887.06 DCTCP start Uec_0_16 cwnd 383220 with params skip 0 acked bytes 16500
4888.38 DCTCP start Uec_0_16 cwnd 383284 with params skip 0 acked bytes 16500
4889.7 DCTCP start Uec_0_16 cwnd 383348 with params skip 0 acked bytes 16500
4891.02 DCTCP start Uec_0_16 cwnd 383412 with params skip 0 acked bytes 16500
4892.34 DCTCP start Uec_0_16 cwnd 383476 with params skip 0 acked bytes 16500
4893.66 DCTCP start Uec_0_16 cwnd 383540 with params skip 0 acked bytes 16500
4894.98 DCTCP start Uec_0_16 cwnd 383604 with params skip 0 acked bytes 16500
4896.3 DCTCP start Uec_0_16 cwnd 383668 with params skip 0 acked bytes 16500
4897.62 DCTCP start Uec_0_16 cwnd 383732 with params skip 0 acked bytes 16500
4898.94 DCTCP start Uec_0_16 cwnd 383796 with params skip 0 acked bytes 16500
4900.26 DCTCP start Uec_0_16 cwnd 383860 with params skip 0 acked bytes 16500
4901.58 DCTCP start Uec_0_16 cwnd 383924 with params skip 0 acked bytes 16500
4902.9 DCTCP start Uec_0_16 cwnd 383988 with params skip 0 acked bytes 16500
4904.22 DCTCP start Uec_0_16 cwnd 384052 with params skip 0 acked bytes 16500
4905.54 DCTCP start Uec_0_16 cwnd 384116 with params skip 0 acked bytes 16500
4906.86 DCTCP start Uec_0_16 cwnd 384180 with params skip 0 acked bytes 16500
4908.18 DCTCP start Uec_0_16 cwnd 384244 with params skip 0 acked bytes 16500
4909.5 DCTCP start Uec_0_16 cwnd 384308 with params skip 0 acked bytes 16500
4910.82 DCTCP start Uec_0_16 cwnd 384372 with params skip 0 acked bytes 16500
4912.14 DCTCP start Uec_0_16 cwnd 384436 with params skip 0 acked bytes 16500
4913.46 DCTCP start Uec_0_16 cwnd 384500 with params skip 0 acked bytes 16500
4914.78 DCTCP start Uec_0_16 cwnd 384564 with params skip 0 acked bytes 16500
4916.1 DCTCP start Uec_0_16 cwnd 384628 with params skip 0 acked bytes 16500
4917.42 DCTCP start Uec_0_16 cwnd 384692 with params skip 0 acked bytes 16500
4918.74 DCTCP start Uec_0_16 cwnd 384756 with params skip 0 acked bytes 16500
4920.06 DCTCP start Uec_0_16 cwnd 384820 with params skip 0 acked bytes 16500
4921.38 DCTCP start Uec_0_16 cwnd 384884 with params skip 0 acked bytes 16500
4922.7 DCTCP start Uec_0_16 cwnd 384948 with params skip 0 acked bytes 16500
4924.02 DCTCP start Uec_0_16 cwnd 385012 with params skip 0 acked bytes 16500
4925.34 DCTCP start Uec_0_16 cwnd 385076 with params skip 0 acked bytes 16500
4926.66 DCTCP start Uec_0_16 cwnd 385140 with params skip 0 acked bytes 16500
4927.98 DCTCP start Uec_0_16 cwnd 385204 with params skip 0 acked bytes 16500
4929.3 DCTCP start Uec_0_16 cwnd 385268 with params skip 0 acked bytes 16500
4930.62 DCTCP start Uec_0_16 cwnd 385332 with params skip 0 acked bytes 16500
4931.94 DCTCP start Uec_0_16 cwnd 385396 with params skip 0 acked bytes 16500
4933.26 DCTCP start Uec_0_16 cwnd 385460 with params skip 0 acked bytes 16500
4934.58 DCTCP start Uec_0_16 cwnd 385524 with params skip 0 acked bytes 16500
4935.9 DCTCP start Uec_0_16 cwnd 385588 with params skip 0 acked bytes 16500
4937.22 DCTCP start Uec_0_16 cwnd 385652 with params skip 0 acked bytes 16500
4938.54 DCTCP start Uec_0_16 cwnd 385716 with params skip 0 acked bytes 16500
4939.86 DCTCP start Uec_0_16 cwnd 385780 with params skip 0 acked bytes 16500
4941.18 DCTCP start Uec_0_16 cwnd 385844 with params skip 0 acked bytes 16500
4942.5 DCTCP start Uec_0_16 cwnd 385908 with params skip 0 acked bytes 16500
4943.82 DCTCP start Uec_0_16 cwnd 385972 with params skip 0 acked bytes 16500
4945.14 DCTCP start Uec_0_16 cwnd 386036 with params skip 0 acked bytes 16500
4946.46 DCTCP start Uec_0_16 cwnd 386100 with params skip 0 acked bytes 16500
4947.78 DCTCP start Uec_0_16 cwnd 386164 with params skip 0 acked bytes 16500
4949.1 DCTCP start Uec_0_16 cwnd 386228 with params skip 0 acked bytes 16500
4950.42 DCTCP start Uec_0_16 cwnd 386292 with params skip 0 acked bytes 16500
4951.74 DCTCP start Uec_0_16 cwnd 386356 with params skip 0 acked bytes 16500
4953.06 DCTCP start Uec_0_16 cwnd 386420 with params skip 0 acked bytes 16500
4954.38 DCTCP start Uec_0_16 cwnd 386484 with params skip 0 acked bytes 16500
4955.7 DCTCP start Uec_0_16 cwnd 386548 with params skip 0 acked bytes 16500
4957.02 DCTCP start Uec_0_16 cwnd 386612 with params skip 0 acked bytes 16500
4958.34 DCTCP start Uec_0_16 cwnd 386676 with params skip 0 acked bytes 16500
4959.66 DCTCP start Uec_0_16 cwnd 386740 with params skip 0 acked bytes 16500
4960.98 DCTCP start Uec_0_16 cwnd 386803 with params skip 0 acked bytes 16500
4962.3 DCTCP start Uec_0_16 cwnd 386866 with params skip 0 acked bytes 16500
4963.62 DCTCP start Uec_0_16 cwnd 386929 with params skip 0 acked bytes 16500
4964.94 DCTCP start Uec_0_16 cwnd 386992 with params skip 0 acked bytes 16500
4966.26 DCTCP start Uec_0_16 cwnd 387055 with params skip 0 acked bytes 16500
4967.58 DCTCP start Uec_0_16 cwnd 387118 with params skip 0 acked bytes 16500
4968.9 DCTCP start Uec_0_16 cwnd 387181 with params skip 0 acked bytes 16500
4970.22 DCTCP start Uec_0_16 cwnd 387244 with params skip 0 acked bytes 16500
4971.54 DCTCP start Uec_0_16 cwnd 387307 with params skip 0 acked bytes 16500
4972.86 DCTCP start Uec_0_16 cwnd 387370 with params skip 0 acked bytes 16500
4974.18 DCTCP start Uec_0_16 cwnd 387433 with params skip 0 acked bytes 16500
4975.5 DCTCP start Uec_0_16 cwnd 387496 with params skip 0 acked bytes 16500
4976.82 DCTCP start Uec_0_16 cwnd 387559 with params skip 0 acked bytes 16500
4978.14 DCTCP start Uec_0_16 cwnd 387622 with params skip 0 acked bytes 16500
4979.46 DCTCP start Uec_0_16 cwnd 387685 with params skip 0 acked bytes 16500
4980.78 DCTCP start Uec_0_16 cwnd 387748 with params skip 0 acked bytes 16500
4982.1 DCTCP start Uec_0_16 cwnd 387811 with params skip 0 acked bytes 16500
4983.42 DCTCP start Uec_0_16 cwnd 387874 with params skip 0 acked bytes 16500
4984.74 DCTCP start Uec_0_16 cwnd 387937 with params skip 0 acked bytes 16500
4986.06 DCTCP start Uec_0_16 cwnd 388000 with params skip 0 acked bytes 16500
4987.38 DCTCP start Uec_0_16 cwnd 388063 with params skip 0 acked bytes 16500
4988.7 DCTCP start Uec_0_16 cwnd 388126 with params skip 0 acked bytes 16500
4990.02 DCTCP start Uec_0_16 cwnd 388189 with params skip 0 acked bytes 16500
4991.34 DCTCP start Uec_0_16 cwnd 388252 with params skip 0 acked bytes 16500
4992.66 DCTCP start Uec_0_16 cwnd 388315 with params skip 0 acked bytes 16500
4993.98 DCTCP start Uec_0_16 cwnd 388378 with params skip 0 acked bytes 16500
4995.3 DCTCP start Uec_0_16 cwnd 388441 with params skip 0 acked bytes 16500
4996.62 DCTCP start Uec_0_16 cwnd 388504 with params skip 0 acked bytes 16500
4997.94 DCTCP start Uec_0_16 cwnd 388567 with params skip 0 acked bytes 16500
4999.26 DCTCP start Uec_0_16 cwnd 388630 with params skip 0 acked bytes 16500
5000.58 DCTCP start Uec_0_16 cwnd 388693 with params skip 0 acked bytes 16500
5001.9 DCTCP start Uec_0_16 cwnd 388756 with params skip 0 acked bytes 16500
5003.22 DCTCP start Uec_0_16 cwnd 388819 with params skip 0 acked bytes 16500
5004.54 DCTCP start Uec_0_16 cwnd 388882 with params skip 0 acked bytes 16500
5005.86 DCTCP start Uec_0_16 cwnd 388945 with params skip 0 acked bytes 16500
5007.18 DCTCP start Uec_0_16 cwnd 389008 with params skip 0 acked bytes 16500
5008.5 DCTCP start Uec_0_16 cwnd 389071 with params skip 0 acked bytes 16500
5009.82 DCTCP start Uec_0_16 cwnd 389134 with params skip 0 acked bytes 16500
5011.14 DCTCP start Uec_0_16 cwnd 389197 with params skip 0 acked bytes 16500
5012.46 DCTCP start Uec_0_16 cwnd 389260 with params skip 0 acked bytes 16500
5013.78 DCTCP start Uec_0_16 cwnd 389323 with params skip 0 acked bytes 16500
5015.1 DCTCP start Uec_0_16 cwnd 389386 with params skip 0 acked bytes 16500
5016.42 DCTCP start Uec_0_16 cwnd 389449 with params skip 0 acked bytes 16500
5017.74 DCTCP start Uec_0_16 cwnd 389512 with params skip 0 acked bytes 16500
5019.06 DCTCP start Uec_0_16 cwnd 389575 with params skip 0 acked bytes 16500
5020.38 DCTCP start Uec_0_16 cwnd 389638 with params skip 0 acked bytes 16500
5021.7 DCTCP start Uec_0_16 cwnd 389701 with params skip 0 acked bytes 16500
5023.02 DCTCP start Uec_0_16 cwnd 389764 with params skip 0 acked bytes 16500
5024.34 DCTCP start Uec_0_16 cwnd 389827 with params skip 0 acked bytes 16500
5025.66 DCTCP start Uec_0_16 cwnd 389890 with params skip 0 acked bytes 16500
5026.98 DCTCP start Uec_0_16 cwnd 389953 with params skip 0 acked bytes 16500
5028.3 DCTCP start Uec_0_16 cwnd 390016 with params skip 0 acked bytes 16500
5029.62 DCTCP start Uec_0_16 cwnd 390079 with params skip 0 acked bytes 16500
5030.94 DCTCP start Uec_0_16 cwnd 390142 with params skip 0 acked bytes 16500
5032.26 DCTCP start Uec_0_16 cwnd 390205 with params skip 0 acked bytes 16500
5033.58 DCTCP start Uec_0_16 cwnd 390268 with params skip 0 acked bytes 16500
5034.9 DCTCP start Uec_0_16 cwnd 390331 with params skip 0 acked bytes 16500
5036.22 DCTCP start Uec_0_16 cwnd 390394 with params skip 0 acked bytes 16500
5037.54 DCTCP start Uec_0_16 cwnd 390457 with params skip 0 acked bytes 16500
5038.86 DCTCP start Uec_0_16 cwnd 390520 with params skip 0 acked bytes 16500
5040.18 DCTCP start Uec_0_16 cwnd 390583 with params skip 0 acked bytes 16500
5041.5 DCTCP start Uec_0_16 cwnd 390646 with params skip 0 acked bytes 16500
5042.82 DCTCP start Uec_0_16 cwnd 390709 with params skip 0 acked bytes 16500
5044.14 DCTCP start Uec_0_16 cwnd 390772 with params skip 0 acked bytes 16500
5045.46 DCTCP start Uec_0_16 cwnd 390835 with params skip 0 acked bytes 16500
5046.78 DCTCP start Uec_0_16 cwnd 390898 with params skip 0 acked bytes 16500
5048.1 DCTCP start Uec_0_16 cwnd 390961 with params skip 0 acked bytes 16500
5049.42 DCTCP start Uec_0_16 cwnd 391024 with params skip 0 acked bytes 16500
5050.74 DCTCP start Uec_0_16 cwnd 391087 with params skip 0 acked bytes 16500
5052.06 DCTCP start Uec_0_16 cwnd 391150 with params skip 0 acked bytes 16500
5053.38 DCTCP start Uec_0_16 cwnd 391213 with params skip 0 acked bytes 16500
5054.7 DCTCP start Uec_0_16 cwnd 391276 with params skip 0 acked bytes 16500
5056.02 DCTCP start Uec_0_16 cwnd 391339 with params skip 0 acked bytes 16500
5057.34 DCTCP start Uec_0_16 cwnd 391402 with params skip 0 acked bytes 16500
5058.66 DCTCP start Uec_0_16 cwnd 391465 with params skip 0 acked bytes 16500
5059.98 DCTCP start Uec_0_16 cwnd 391528 with params skip 0 acked bytes 16500
5061.3 DCTCP start Uec_0_16 cwnd 391591 with params skip 0 acked bytes 16500
5062.62 DCTCP start Uec_0_16 cwnd 391654 with params skip 0 acked bytes 16500
5063.94 DCTCP start Uec_0_16 cwnd 391717 with params skip 0 acked bytes 16500
5065.26 DCTCP start Uec_0_16 cwnd 391780 with params skip 0 acked bytes 16500
5066.58 DCTCP start Uec_0_16 cwnd 391843 with params skip 0 acked bytes 16500
5067.9 DCTCP start Uec_0_16 cwnd 391906 with params skip 0 acked bytes 16500
5069.22 DCTCP start Uec_0_16 cwnd 391969 with params skip 0 acked bytes 16500
5070.54 DCTCP start Uec_0_16 cwnd 392032 with params skip 0 acked bytes 16500
5071.86 DCTCP start Uec_0_16 cwnd 392095 with params skip 0 acked bytes 16500
5073.18 DCTCP start Uec_0_16 cwnd 392158 with params skip 0 acked bytes 16500
5074.5 DCTCP start Uec_0_16 cwnd 392221 with params skip 0 acked bytes 16500
5075.82 DCTCP start Uec_0_16 cwnd 392284 with params skip 0 acked bytes 16500
5077.14 DCTCP start Uec_0_16 cwnd 392347 with params skip 0 acked bytes 16500
5078.46 DCTCP start Uec_0_16 cwnd 392410 with params skip 0 acked bytes 16500
5079.78 DCTCP start Uec_0_16 cwnd 392473 with params skip 0 acked bytes 16500
5081.1 DCTCP start Uec_0_16 cwnd 392536 with params skip 0 acked bytes 16500
5082.42 DCTCP start Uec_0_16 cwnd 392599 with params skip 0 acked bytes 16500
5083.74 DCTCP start Uec_0_16 cwnd 392662 with params skip 0 acked bytes 16500
5085.06 DCTCP start Uec_0_16 cwnd 392725 with params skip 0 acked bytes 16500
5086.38 DCTCP start Uec_0_16 cwnd 392788 with params skip 0 acked bytes 16500
5087.7 DCTCP start Uec_0_16 cwnd 392851 with params skip 0 acked bytes 16500
5089.02 DCTCP start Uec_0_16 cwnd 392914 with params skip 0 acked bytes 16500
5090.34 DCTCP start Uec_0_16 cwnd 392976 with params skip 0 acked bytes 16500
5091.66 DCTCP start Uec_0_16 cwnd 393038 with params skip 0 acked bytes 16500
5092.98 DCTCP start Uec_0_16 cwnd 393100 with params skip 0 acked bytes 16500
5094.3 DCTCP start Uec_0_16 cwnd 393162 with params skip 0 acked bytes 16500
5095.62 DCTCP start Uec_0_16 cwnd 393224 with params skip 0 acked bytes 16500
5096.94 DCTCP start Uec_0_16 cwnd 393286 with params skip 0 acked bytes 16500
5098.26 DCTCP start Uec_0_16 cwnd 393348 with params skip 0 acked bytes 16500
5099.58 DCTCP start Uec_0_16 cwnd 393410 with params skip 0 acked bytes 16500
5100.9 DCTCP start Uec_0_16 cwnd 393472 with params skip 0 acked bytes 16500
5102.22 DCTCP start Uec_0_16 cwnd 393534 with params skip 0 acked bytes 16500
5103.54 DCTCP start Uec_0_16 cwnd 393596 with params skip 0 acked bytes 16500
5104.86 DCTCP start Uec_0_16 cwnd 393658 with params skip 0 acked bytes 16500
5106.18 DCTCP start Uec_0_16 cwnd 393720 with params skip 0 acked bytes 16500
5107.5 DCTCP start Uec_0_16 cwnd 393782 with params skip 0 acked bytes 16500
5108.82 DCTCP start Uec_0_16 cwnd 393844 with params skip 0 acked bytes 16500
5110.14 DCTCP start Uec_0_16 cwnd 393906 with params skip 0 acked bytes 16500
5111.46 DCTCP start Uec_0_16 cwnd 393968 with params skip 0 acked bytes 16500
5112.78 DCTCP start Uec_0_16 cwnd 394030 with params skip 0 acked bytes 16500
5114.1 DCTCP start Uec_0_16 cwnd 394092 with params skip 0 acked bytes 16500
5115.42 DCTCP start Uec_0_16 cwnd 394154 with params skip 0 acked bytes 16500
5116.74 DCTCP start Uec_0_16 cwnd 394216 with params skip 0 acked bytes 16500
5118.06 DCTCP start Uec_0_16 cwnd 394278 with params skip 0 acked bytes 16500
5119.38 DCTCP start Uec_0_16 cwnd 394340 with params skip 0 acked bytes 16500
5120.7 DCTCP start Uec_0_16 cwnd 394402 with params skip 0 acked bytes 16500
5122.02 DCTCP start Uec_0_16 cwnd 394464 with params skip 0 acked bytes 16500
5123.34 DCTCP start Uec_0_16 cwnd 394526 with params skip 0 acked bytes 16500
5124.66 DCTCP start Uec_0_16 cwnd 394588 with params skip 0 acked bytes 16500
5125.98 DCTCP start Uec_0_16 cwnd 394650 with params skip 0 acked bytes 16500
5127.3 DCTCP start Uec_0_16 cwnd 394712 with params skip 0 acked bytes 16500
5128.62 DCTCP start Uec_0_16 cwnd 394774 with params skip 0 acked bytes 16500
5129.94 DCTCP start Uec_0_16 cwnd 394836 with params skip 0 acked bytes 16500
5131.26 DCTCP start Uec_0_16 cwnd 394898 with params skip 0 acked bytes 16500
5132.58 DCTCP start Uec_0_16 cwnd 394960 with params skip 0 acked bytes 16500
5133.9 DCTCP start Uec_0_16 cwnd 395022 with params skip 0 acked bytes 16500
5135.22 DCTCP start Uec_0_16 cwnd 395084 with params skip 0 acked bytes 16500
5136.54 DCTCP start Uec_0_16 cwnd 395146 with params skip 0 acked bytes 16500
5137.86 DCTCP start Uec_0_16 cwnd 395208 with params skip 0 acked bytes 16500
5139.18 DCTCP start Uec_0_16 cwnd 395270 with params skip 0 acked bytes 16500
5140.5 DCTCP start Uec_0_16 cwnd 395332 with params skip 0 acked bytes 16500
5141.82 DCTCP start Uec_0_16 cwnd 395394 with params skip 0 acked bytes 16500
5143.14 DCTCP start Uec_0_16 cwnd 395456 with params skip 0 acked bytes 16500
5144.46 DCTCP start Uec_0_16 cwnd 395518 with params skip 0 acked bytes 16500
5145.78 DCTCP start Uec_0_16 cwnd 395580 with params skip 0 acked bytes 16500
5147.1 DCTCP start Uec_0_16 cwnd 395642 with params skip 0 acked bytes 16500
5148.42 DCTCP start Uec_0_16 cwnd 395704 with params skip 0 acked bytes 16500
5149.74 DCTCP start Uec_0_16 cwnd 395766 with params skip 0 acked bytes 16500
5151.06 DCTCP start Uec_0_16 cwnd 395828 with params skip 0 acked bytes 16500
5152.38 DCTCP start Uec_0_16 cwnd 395890 with params skip 0 acked bytes 16500
5153.7 DCTCP start Uec_0_16 cwnd 395952 with params skip 0 acked bytes 16500
5155.02 DCTCP start Uec_0_16 cwnd 396014 with params skip 0 acked bytes 16500
5156.34 DCTCP start Uec_0_16 cwnd 396076 with params skip 0 acked bytes 16500
5157.66 DCTCP start Uec_0_16 cwnd 396138 with params skip 0 acked bytes 16500
5158.98 DCTCP start Uec_0_16 cwnd 396200 with params skip 0 acked bytes 16500
5160.3 DCTCP start Uec_0_16 cwnd 396262 with params skip 0 acked bytes 16500
5161.62 DCTCP start Uec_0_16 cwnd 396324 with params skip 0 acked bytes 16500
5162.94 DCTCP start Uec_0_16 cwnd 396386 with params skip 0 acked bytes 16500
5164.26 DCTCP start Uec_0_16 cwnd 396448 with params skip 0 acked bytes 16500
5165.58 DCTCP start Uec_0_16 cwnd 396510 with params skip 0 acked bytes 16500
5166.9 DCTCP start Uec_0_16 cwnd 396572 with params skip 0 acked bytes 16500
5168.22 DCTCP start Uec_0_16 cwnd 396634 with params skip 0 acked bytes 16500
5169.54 DCTCP start Uec_0_16 cwnd 396696 with params skip 0 acked bytes 16500
5170.86 DCTCP start Uec_0_16 cwnd 396758 with params skip 0 acked bytes 16500
5172.18 DCTCP start Uec_0_16 cwnd 396820 with params skip 0 acked bytes 16500
5173.5 DCTCP start Uec_0_16 cwnd 396882 with params skip 0 acked bytes 16500
5174.82 DCTCP start Uec_0_16 cwnd 396944 with params skip 0 acked bytes 16500
5176.14 DCTCP start Uec_0_16 cwnd 397006 with params skip 0 acked bytes 16500
5177.46 DCTCP start Uec_0_16 cwnd 397068 with params skip 0 acked bytes 16500
5178.78 DCTCP start Uec_0_16 cwnd 397130 with params skip 0 acked bytes 16500
5180.1 DCTCP start Uec_0_16 cwnd 397192 with params skip 0 acked bytes 16500
5181.42 DCTCP start Uec_0_16 cwnd 397254 with params skip 0 acked bytes 16500
5182.74 DCTCP start Uec_0_16 cwnd 397316 with params skip 0 acked bytes 16500
5184.06 DCTCP start Uec_0_16 cwnd 397378 with params skip 0 acked bytes 16500
5185.38 DCTCP start Uec_0_16 cwnd 397440 with params skip 0 acked bytes 16500
5186.7 DCTCP start Uec_0_16 cwnd 397502 with params skip 0 acked bytes 16500
5188.02 DCTCP start Uec_0_16 cwnd 397564 with params skip 0 acked bytes 16500
5189.34 DCTCP start Uec_0_16 cwnd 397626 with params skip 0 acked bytes 16500
5190.66 DCTCP start Uec_0_16 cwnd 397688 with params skip 0 acked bytes 16500
5191.98 DCTCP start Uec_0_16 cwnd 397750 with params skip 0 acked bytes 16500
5193.3 DCTCP start Uec_0_16 cwnd 397812 with params skip 0 acked bytes 16500
5194.62 DCTCP start Uec_0_16 cwnd 397874 with params skip 0 acked bytes 16500
5195.94 DCTCP start Uec_0_16 cwnd 397936 with params skip 0 acked bytes 16500
5197.26 DCTCP start Uec_0_16 cwnd 397998 with params skip 0 acked bytes 16500
5198.58 DCTCP start Uec_0_16 cwnd 398060 with params skip 0 acked bytes 16500
5199.9 DCTCP start Uec_0_16 cwnd 398122 with params skip 0 acked bytes 16500
5201.22 DCTCP start Uec_0_16 cwnd 398184 with params skip 0 acked bytes 16500
5202.54 DCTCP start Uec_0_16 cwnd 398246 with params skip 0 acked bytes 16500
5203.86 DCTCP start Uec_0_16 cwnd 398308 with params skip 0 acked bytes 16500
5205.18 DCTCP start Uec_0_16 cwnd 398370 with params skip 0 acked bytes 16500
5206.5 DCTCP start Uec_0_16 cwnd 398432 with params skip 0 acked bytes 16500
5207.82 DCTCP start Uec_0_16 cwnd 398494 with params skip 0 acked bytes 16500
5209.14 DCTCP start Uec_0_16 cwnd 398556 with params skip 0 acked bytes 16500
5210.46 DCTCP start Uec_0_16 cwnd 398618 with params skip 0 acked bytes 16500
5211.78 DCTCP start Uec_0_16 cwnd 398680 with params skip 0 acked bytes 16500
5213.1 DCTCP start Uec_0_16 cwnd 398742 with params skip 0 acked bytes 16500
5214.42 DCTCP start Uec_0_16 cwnd 398804 with params skip 0 acked bytes 16500
5215.74 DCTCP start Uec_0_16 cwnd 398866 with params skip 0 acked bytes 16500
5217.06 DCTCP start Uec_0_16 cwnd 398928 with params skip 0 acked bytes 16500
5218.38 DCTCP start Uec_0_16 cwnd 398990 with params skip 0 acked bytes 16500
5219.7 DCTCP start Uec_0_16 cwnd 399052 with params skip 0 acked bytes 16500
5221.02 DCTCP start Uec_0_16 cwnd 399114 with params skip 0 acked bytes 16500
5222.34 DCTCP start Uec_0_16 cwnd 399176 with params skip 0 acked bytes 16500
5223.66 DCTCP start Uec_0_16 cwnd 399238 with params skip 0 acked bytes 16500
5224.98 DCTCP start Uec_0_16 cwnd 399299 with params skip 0 acked bytes 16500
5226.3 DCTCP start Uec_0_16 cwnd 399360 with params skip 0 acked bytes 16500
5227.62 DCTCP start Uec_0_16 cwnd 399421 with params skip 0 acked bytes 16500
5228.94 DCTCP start Uec_0_16 cwnd 399482 with params skip 0 acked bytes 16500
5230.26 DCTCP start Uec_0_16 cwnd 399543 with params skip 0 acked bytes 16500
5231.58 DCTCP start Uec_0_16 cwnd 399604 with params skip 0 acked bytes 16500
5232.9 DCTCP start Uec_0_16 cwnd 399665 with params skip 0 acked bytes 16500
5234.22 DCTCP start Uec_0_16 cwnd 399726 with params skip 0 acked bytes 16500
5235.54 DCTCP start Uec_0_16 cwnd 399787 with params skip 0 acked bytes 16500
5236.86 DCTCP start Uec_0_16 cwnd 399848 with params skip 0 acked bytes 16500
5238.18 DCTCP start Uec_0_16 cwnd 399909 with params skip 0 acked bytes 16500
5239.5 DCTCP start Uec_0_16 cwnd 399970 with params skip 0 acked bytes 16500
5240.82 DCTCP start Uec_0_16 cwnd 400031 with params skip 0 acked bytes 16500
5242.14 DCTCP start Uec_0_16 cwnd 400092 with params skip 0 acked bytes 16500
5243.46 DCTCP start Uec_0_16 cwnd 400153 with params skip 0 acked bytes 16500
5244.78 DCTCP start Uec_0_16 cwnd 400214 with params skip 0 acked bytes 16500
5246.1 DCTCP start Uec_0_16 cwnd 400275 with params skip 0 acked bytes 16500
5247.42 DCTCP start Uec_0_16 cwnd 400336 with params skip 0 acked bytes 16500
5248.74 DCTCP start Uec_0_16 cwnd 400397 with params skip 0 acked bytes 16500
5250.06 DCTCP start Uec_0_16 cwnd 400458 with params skip 0 acked bytes 16500
5251.38 DCTCP start Uec_0_16 cwnd 400519 with params skip 0 acked bytes 16500
5252.7 DCTCP start Uec_0_16 cwnd 400580 with params skip 0 acked bytes 16500
5254.02 DCTCP start Uec_0_16 cwnd 400641 with params skip 0 acked bytes 16500
5255.34 DCTCP start Uec_0_16 cwnd 400702 with params skip 0 acked bytes 16500
5256.66 DCTCP start Uec_0_16 cwnd 400763 with params skip 0 acked bytes 16500
5257.98 DCTCP start Uec_0_16 cwnd 400824 with params skip 0 acked bytes 16500
5259.3 DCTCP start Uec_0_16 cwnd 400885 with params skip 0 acked bytes 16500
5260.62 DCTCP start Uec_0_16 cwnd 400946 with params skip 0 acked bytes 16500
5261.94 DCTCP start Uec_0_16 cwnd 401007 with params skip 0 acked bytes 16500
5263.26 DCTCP start Uec_0_16 cwnd 401068 with params skip 0 acked bytes 16500
5264.58 DCTCP start Uec_0_16 cwnd 401129 with params skip 0 acked bytes 16500
5265.9 DCTCP start Uec_0_16 cwnd 401190 with params skip 0 acked bytes 16500
5267.22 DCTCP start Uec_0_16 cwnd 401251 with params skip 0 acked bytes 16500
5268.54 DCTCP start Uec_0_16 cwnd 401312 with params skip 0 acked bytes 16500
5269.86 DCTCP start Uec_0_16 cwnd 401373 with params skip 0 acked bytes 16500
5271.18 DCTCP start Uec_0_16 cwnd 401434 with params skip 0 acked bytes 16500
5272.5 DCTCP start Uec_0_16 cwnd 401495 with params skip 0 acked bytes 16500
5273.82 DCTCP start Uec_0_16 cwnd 401556 with params skip 0 acked bytes 16500
5275.14 DCTCP start Uec_0_16 cwnd 401617 with params skip 0 acked bytes 16500
5276.46 DCTCP start Uec_0_16 cwnd 401678 with params skip 0 acked bytes 16500
5277.78 DCTCP start Uec_0_16 cwnd 401739 with params skip 0 acked bytes 16500
5279.1 DCTCP start Uec_0_16 cwnd 401800 with params skip 0 acked bytes 16500
5280.42 DCTCP start Uec_0_16 cwnd 401861 with params skip 0 acked bytes 16500
5281.74 DCTCP start Uec_0_16 cwnd 401922 with params skip 0 acked bytes 16500
5283.06 DCTCP start Uec_0_16 cwnd 401983 with params skip 0 acked bytes 16500
5284.38 DCTCP start Uec_0_16 cwnd 402044 with params skip 0 acked bytes 16500
